# Goxel 0.11.1
# One line per voxel
# X Y Z RRGGBB
4 -12 -12 ffffff
5 -12 -12 ffffff
6 -12 -12 ffffff
0 -11 -12 ffffff
2 -11 -12 ffffff
3 -11 -12 ffffff
4 -11 -12 ffffff
5 -11 -12 ffffff
6 -11 -12 fefefe
0 -10 -12 ffffff
2 -10 -12 ffffff
3 -10 -12 fefefe
4 -10 -12 ffffff
5 -10 -12 ffffff
6 -10 -12 ffffff
0 -9 -12 ffffff
1 -9 -12 ffffff
2 -9 -12 ffffff
3 -9 -12 fefefe
4 -9 -12 ffffff
0 -8 -12 fefefe
1 -8 -12 ffffff
2 -8 -12 ffffff
3 -8 -12 ffffff
4 -8 -12 fefefe
2 -7 -12 ffffff
3 -7 -12 ffffff
4 -7 -12 ffffff
2 -6 -12 fefefe
3 -6 -12 ffffff
4 -6 -12 ffffff
2 -5 -12 ffffff
3 -5 -12 fefefe
4 -5 -12 ffffff
2 -4 -12 ffffff
3 -4 -12 ffffff
4 -4 -12 ffffff
5 -4 -12 ffffff
2 -3 -12 ffffff
3 -3 -12 ffffff
4 -3 -12 ffffff
5 -3 -12 fefefe
3 -2 -12 ffffff
4 -2 -12 ffffff
5 -2 -12 ffffff
3 -1 -12 ffffff
4 -1 -12 ffffff
5 -1 -12 fefefe
2 -16 -11 ffffff
3 -16 -11 fefefe
4 -16 -11 ffffff
5 -16 -11 ffffff
6 -16 -11 ffffff
7 -16 -11 ffffff
8 -16 -11 fefefe
2 -15 -11 ffffff
2 -14 -11 fefefe
0 -13 -11 ffffff
1 -13 -11 ffffff
2 -13 -11 ffffff
3 -13 -11 ffffff
1 -12 -11 fefefe
2 -12 -11 ffffff
3 -12 -11 ffffff
4 -12 -11 fefefe
5 -12 -11 fefefe
6 -12 -11 ffffff
7 -12 -11 ffffff
1 -11 -11 ffffff
2 -11 -11 ffffff
3 -11 -11 ffffff
4 -11 -11 ffffff
5 -11 -11 ffffff
6 -11 -11 ffffff
7 -11 -11 ffffff
0 -10 -11 ffffff
1 -10 -11 ffffff
2 -10 -11 fefefe
4 -10 -11 ffffff
5 -10 -11 ffffff
6 -10 -11 ffffff
7 -10 -11 fefefe
0 -9 -11 ffffff
1 -9 -11 ffffff
2 -9 -11 ffffff
4 -9 -11 ffffff
5 -9 -11 ffffff
6 -9 -11 ffffff
7 -9 -11 ffffff
0 -8 -11 ffffff
1 -8 -11 ffffff
2 -8 -11 ffffff
4 -8 -11 ffffff
5 -8 -11 ffffff
2 -7 -11 ffffff
3 -7 -11 ffffff
4 -7 -11 ffffff
5 -7 -11 fefefe
2 -6 -11 ffffff
3 -6 -11 ffffff
4 -6 -11 ffffff
5 -6 -11 ffffff
2 -5 -11 ffffff
3 -5 -11 fefefe
4 -5 -11 ffffff
5 -5 -11 ffffff
2 -4 -11 fefefe
3 -4 -11 ffffff
4 -4 -11 ffffff
5 -4 -11 fefefe
3 -3 -11 ffffff
4 -3 -11 ffffff
5 -3 -11 ffffff
3 -2 -11 ffffff
4 -2 -11 fefefe
5 -2 -11 ffffff
4 -1 -11 ffffff
5 -1 -11 ffffff
2 -16 -10 ffffff
3 -16 -10 ffffff
4 -16 -10 ffffff
5 -16 -10 fefefe
6 -16 -10 ffffff
7 -16 -10 ffffff
8 -16 -10 ffffff
2 -15 -10 fefefe
3 -15 -10 ffffff
7 -15 -10 ffffff
8 -15 -10 ffffff
2 -14 -10 ffffff
7 -14 -10 ffffff
8 -14 -10 fefefe
0 -13 -10 fefefe
1 -13 -10 fefefe
2 -13 -10 ffffff
3 -13 -10 ffffff
7 -13 -10 ffffff
8 -13 -10 fefefe
0 -12 -10 ffffff
1 -12 -10 ffffff
2 -12 -10 ffffff
3 -12 -10 ffffff
4 -12 -10 ffffff
6 -12 -10 ffffff
7 -12 -10 ffffff
8 -12 -10 ffffff
0 -11 -10 ffffff
1 -11 -10 fefefe
2 -11 -10 ffffff
3 -11 -10 ffffff
4 -11 -10 ffffff
5 -11 -10 fefefe
6 -11 -10 fefefe
7 -11 -10 ffffff
8 -11 -10 ffffff
0 -10 -10 ffffff
1 -10 -10 ffffff
2 -10 -10 ffffff
4 -10 -10 ffffff
5 -10 -10 ffffff
6 -10 -10 ffffff
7 -10 -10 fefefe
8 -10 -10 ffffff
0 -9 -10 ffffff
1 -9 -10 ffffff
2 -9 -10 fefefe
4 -9 -10 ffffff
5 -9 -10 fefefe
6 -9 -10 ffffff
7 -9 -10 ffffff
8 -9 -10 ffffff
0 -8 -10 ffffff
1 -8 -10 ffffff
2 -8 -10 ffffff
4 -8 -10 fefefe
5 -8 -10 ffffff
2 -7 -10 ffffff
3 -7 -10 ffffff
4 -7 -10 ffffff
5 -7 -10 ffffff
3 -6 -10 fefefe
4 -6 -10 ffffff
5 -6 -10 fefefe
3 -5 -10 ffffff
4 -5 -10 ffffff
5 -5 -10 ffffff
6 -5 -10 ffffff
3 -4 -10 fefefe
4 -4 -10 ffffff
5 -4 -10 ffffff
6 -4 -10 ffffff
3 -3 -10 ffffff
4 -3 -10 ffffff
5 -3 -10 ffffff
6 -3 -10 ffffff
4 -2 -10 ffffff
5 -2 -10 ffffff
6 -2 -10 fefefe
4 -1 -10 fefefe
5 -1 -10 ffffff
6 -1 -10 ffffff
2 -16 -9 ffffff
3 -16 -9 ffffff
4 -16 -9 ffffff
5 -16 -9 ffffff
6 -16 -9 ffffff
7 -16 -9 ffffff
8 -16 -9 fefefe
2 -15 -9 ffffff
3 -15 -9 ffffff
4 -15 -9 fefefe
5 -15 -9 ffffff
6 -15 -9 ffffff
7 -15 -9 ffffff
8 -15 -9 ffffff
2 -14 -9 ffffff
3 -14 -9 ffffff
7 -14 -9 ffffff
8 -14 -9 ffffff
2 -13 -9 ffffff
3 -13 -9 ffffff
4 -13 -9 ffffff
6 -13 -9 ffffff
7 -13 -9 ffffff
8 -13 -9 fefefe
9 -13 -9 ffffff
0 -12 -9 fefefe
1 -12 -9 ffffff
2 -12 -9 ffffff
3 -12 -9 ffffff
4 -12 -9 ffffff
5 -12 -9 ffffff
6 -12 -9 fefefe
7 -12 -9 fefefe
8 -12 -9 ffffff
9 -12 -9 ffffff
0 -11 -9 ffffff
1 -11 -9 ffffff
3 -11 -9 ffffff
4 -11 -9 ffffff
5 -11 -9 ffffff
6 -11 -9 ffffff
7 -11 -9 ffffff
8 -11 -9 fefefe
9 -11 -9 ffffff
0 -10 -9 ffffff
1 -10 -9 ffffff
8 -10 -9 ffffff
9 -10 -9 ffffff
4 -9 -9 fefefe
5 -9 -9 ffffff
6 -9 -9 ffffff
7 -9 -9 ffffff
8 -9 -9 ffffff
9 -9 -9 ffffff
0 -8 -9 fefefe
1 -8 -9 ffffff
2 -8 -9 ffffff
3 -8 -9 ffffff
4 -8 -9 ffffff
5 -8 -9 ffffff
2 -7 -9 fefefe
3 -7 -9 ffffff
4 -7 -9 ffffff
5 -7 -9 ffffff
3 -6 -9 ffffff
4 -6 -9 ffffff
5 -6 -9 ffffff
3 -5 -9 ffffff
4 -5 -9 ffffff
5 -5 -9 ffffff
6 -5 -9 ffffff
3 -4 -9 ffffff
4 -4 -9 ffffff
5 -4 -9 fefefe
6 -4 -9 ffffff
3 -3 -9 ffffff
4 -3 -9 ffffff
5 -3 -9 fefefe
6 -3 -9 fefefe
4 -2 -9 ffffff
5 -2 -9 ffffff
6 -2 -9 ffffff
4 -1 -9 ffffff
5 -1 -9 ffffff
6 -1 -9 ffffff
4 -16 -8 ffffff
5 -16 -8 ffffff
6 -16 -8 fefefe
7 -16 -8 ffffff
8 -16 -8 ffffff
2 -15 -8 ffffff
3 -15 -8 ffffff
4 -15 -8 ffffff
5 -15 -8 ffffff
6 -15 -8 ffffff
7 -15 -8 ffffff
8 -15 -8 ffffff
2 -14 -8 ffffff
3 -14 -8 fefefe
4 -14 -8 ffffff
5 -14 -8 ffffff
6 -14 -8 ffffff
7 -14 -8 ffffff
8 -14 -8 ffffff
2 -13 -8 fefefe
3 -13 -8 ffffff
4 -13 -8 ffffff
5 -13 -8 ffffff
6 -13 -8 ffffff
7 -13 -8 ffffff
8 -13 -8 ffffff
9 -13 -8 ffffff
3 -12 -8 ffffff
4 -12 -8 ffffff
5 -12 -8 ffffff
6 -12 -8 fefefe
7 -12 -8 ffffff
8 -12 -8 ffffff
9 -12 -8 fefefe
8 -11 -8 ffffff
9 -11 -8 ffffff
5 -10 -8 ffffff
6 -10 -8 ffffff
7 -10 -8 ffffff
8 -10 -8 ffffff
9 -10 -8 fefefe
0 -9 -8 ffffff
1 -9 -8 ffffff
2 -9 -8 ffffff
4 -9 -8 ffffff
5 -9 -8 ffffff
6 -9 -8 ffffff
7 -9 -8 fefefe
8 -9 -8 ffffff
9 -9 -8 ffffff
0 -8 -8 fefefe
1 -8 -8 ffffff
2 -8 -8 ffffff
3 -8 -8 ffffff
4 -8 -8 ffffff
5 -8 -8 ffffff
2 -7 -8 ffffff
3 -7 -8 ffffff
4 -7 -8 ffffff
5 -7 -8 ffffff
6 -7 -8 ffffff
3 -6 -8 ffffff
4 -6 -8 ffffff
5 -6 -8 ffffff
6 -6 -8 ffffff
3 -5 -8 ffffff
4 -5 -8 ffffff
5 -5 -8 ffffff
6 -5 -8 fefefe
3 -4 -8 fefefe
4 -4 -8 fefefe
5 -4 -8 ffffff
6 -4 -8 ffffff
4 -3 -8 fefefe
5 -3 -8 ffffff
6 -3 -8 ffffff
4 -2 -8 ffffff
5 -2 -8 fefefe
6 -2 -8 ffffff
5 -1 -8 fefefe
6 -1 -8 ffffff
7 -16 -7 ffffff
8 -16 -7 ffffff
8 -15 -7 fefefe
7 -14 -7 ffffff
8 -14 -7 fefefe
7 -13 -7 fefefe
8 -13 -7 fefefe
9 -13 -7 fefefe
8 -12 -7 ffffff
9 -12 -7 ffffff
7 -11 -7 ffffff
8 -11 -7 ffffff
9 -11 -7 ffffff
10 -11 -7 ffffff
4 -10 -7 ffffff
5 -10 -7 ffffff
6 -10 -7 ffffff
7 -10 -7 fefefe
8 -10 -7 ffffff
9 -10 -7 ffffff
10 -10 -7 ffffff
0 -9 -7 ffffff
1 -9 -7 ffffff
2 -9 -7 ffffff
3 -9 -7 ffffff
4 -9 -7 ffffff
5 -9 -7 ffffff
6 -9 -7 fefefe
7 -9 -7 ffffff
8 -9 -7 ffffff
9 -9 -7 ffffff
0 -8 -7 ffffff
1 -8 -7 ffffff
2 -8 -7 ffffff
3 -8 -7 ffffff
4 -8 -7 ffffff
5 -8 -7 ffffff
6 -8 -7 ffffff
7 -8 -7 ffffff
3 -7 -7 ffffff
4 -7 -7 ffffff
5 -7 -7 ffffff
6 -7 -7 ffffff
7 -7 -7 ffffff
5 -6 -7 ffffff
6 -6 -7 ffffff
7 -6 -7 ffffff
4 -5 -7 ffffff
5 -5 -7 ffffff
6 -5 -7 ffffff
7 -5 -7 ffffff
4 -4 -7 ffffff
5 -4 -7 fefefe
6 -4 -7 ffffff
7 -4 -7 ffffff
4 -3 -7 ffffff
5 -3 -7 ffffff
6 -3 -7 ffffff
7 -3 -7 fefefe
4 -2 -7 ffffff
5 -2 -7 ffffff
6 -2 -7 ffffff
7 -2 -7 ffffff
5 -1 -7 ffffff
6 -1 -7 fefefe
8 -16 -6 ffffff
9 -16 -6 ffffff
8 -15 -6 ffffff
8 -14 -6 fefefe
8 -13 -6 ffffff
7 -12 -6 ffffff
8 -12 -6 ffffff
9 -12 -6 ffffff
5 -11 -6 ffffff
6 -11 -6 ffffff
7 -11 -6 ffffff
8 -11 -6 fefefe
9 -11 -6 ffffff
10 -11 -6 ffffff
3 -10 -6 ffffff
4 -10 -6 ffffff
5 -10 -6 ffffff
6 -10 -6 fefefe
7 -10 -6 ffffff
8 -10 -6 ffffff
9 -10 -6 ffffff
10 -10 -6 fefefe
0 -9 -6 ffffff
1 -9 -6 ffffff
2 -9 -6 ffffff
3 -9 -6 ffffff
4 -9 -6 fefefe
5 -9 -6 ffffff
6 -9 -6 ffffff
7 -9 -6 fefefe
2 -8 -6 fefefe
3 -8 -6 ffffff
5 -8 -6 fefefe
6 -8 -6 ffffff
7 -8 -6 fefefe
5 -7 -6 fefefe
6 -7 -6 ffffff
7 -7 -6 fefefe
5 -6 -6 ffffff
6 -6 -6 ffffff
7 -6 -6 ffffff
4 -5 -6 ffffff
5 -5 -6 ffffff
6 -5 -6 ffffff
7 -5 -6 ffffff
4 -4 -6 ffffff
5 -4 -6 ffffff
6 -4 -6 fefefe
7 -4 -6 ffffff
4 -3 -6 ffffff
5 -3 -6 fefefe
6 -3 -6 ffffff
7 -3 -6 ffffff
5 -2 -6 fefefe
6 -2 -6 ffffff
7 -2 -6 fefefe
5 -1 -6 ffffff
6 -1 -6 ffffff
8 -16 -5 ffffff
9 -16 -5 ffffff
8 -15 -5 fefefe
9 -15 -5 ffffff
8 -14 -5 ffffff
9 -14 -5 ffffff
8 -13 -5 ffffff
9 -13 -5 ffffff
7 -12 -5 ffffff
8 -12 -5 ffffff
5 -11 -5 ffffff
6 -11 -5 ffffff
7 -11 -5 ffffff
8 -11 -5 ffffff
9 -11 -5 fefefe
10 -11 -5 ffffff
2 -10 -5 ffffff
3 -10 -5 fefefe
4 -10 -5 ffffff
5 -10 -5 fefefe
6 -10 -5 fefefe
7 -10 -5 ffffff
9 -10 -5 ffffff
10 -10 -5 ffffff
0 -9 -5 fefefe
1 -9 -5 ffffff
2 -9 -5 ffffff
3 -9 -5 ffffff
4 -9 -5 ffffff
6 -9 -5 ffffff
7 -9 -5 ffffff
6 -8 -5 fefefe
7 -8 -5 ffffff
5 -7 -5 ffffff
6 -7 -5 ffffff
7 -7 -5 ffffff
5 -6 -5 ffffff
6 -6 -5 ffffff
7 -6 -5 ffffff
5 -5 -5 ffffff
6 -5 -5 ffffff
7 -5 -5 fefefe
5 -4 -5 fefefe
6 -4 -5 fefefe
7 -4 -5 ffffff
5 -3 -5 ffffff
6 -3 -5 ffffff
7 -3 -5 fefefe
5 -2 -5 ffffff
6 -2 -5 ffffff
7 -2 -5 ffffff
9 -16 -4 ffffff
8 -15 -4 ffffff
9 -15 -4 ffffff
8 -14 -4 ffffff
9 -14 -4 ffffff
8 -13 -4 ffffff
9 -13 -4 ffffff
7 -12 -4 ffffff
8 -12 -4 ffffff
9 -12 -4 ffffff
4 -11 -4 ffffff
5 -11 -4 ffffff
6 -11 -4 ffffff
7 -11 -4 ffffff
8 -11 -4 ffffff
9 -11 -4 ffffff
10 -11 -4 ffffff
2 -10 -4 fefefe
3 -10 -4 ffffff
4 -10 -4 fefefe
5 -10 -4 ffffff
9 -10 -4 ffffff
10 -10 -4 ffffff
0 -9 -4 ffffff
1 -9 -4 ffffff
2 -9 -4 ffffff
3 -9 -4 ffffff
6 -9 -4 ffffff
7 -9 -4 ffffff
6 -8 -4 ffffff
7 -8 -4 ffffff
6 -7 -4 ffffff
7 -7 -4 ffffff
5 -6 -4 ffffff
6 -6 -4 ffffff
7 -6 -4 ffffff
5 -5 -4 ffffff
6 -5 -4 ffffff
7 -5 -4 fefefe
5 -4 -4 ffffff
6 -4 -4 fefefe
7 -4 -4 ffffff
6 -3 -4 ffffff
7 -3 -4 ffffff
6 -2 -4 ffffff
7 -2 -4 ffffff
9 -16 -3 ffffff
10 -16 -3 fefefe
9 -15 -3 ffffff
10 -15 -3 fefefe
9 -14 -3 ffffff
9 -13 -3 ffffff
8 -12 -3 ffffff
9 -12 -3 ffffff
10 -12 -3 ffffff
4 -11 -3 ffffff
5 -11 -3 ffffff
6 -11 -3 fefefe
7 -11 -3 ffffff
8 -11 -3 fefefe
9 -11 -3 ffffff
10 -11 -3 ffffff
2 -10 -3 ffffff
3 -10 -3 ffffff
4 -10 -3 fefefe
5 -10 -3 ffffff
6 -10 -3 fefefe
7 -10 -3 ffffff
8 -10 -3 ffffff
9 -10 -3 fefefe
10 -10 -3 fefefe
0 -9 -3 ffffff
1 -9 -3 ffffff
2 -9 -3 ffffff
3 -9 -3 ffffff
4 -9 -3 fefefe
6 -9 -3 ffffff
7 -9 -3 fefefe
8 -9 -3 ffffff
1 -8 -3 ffffff
2 -8 -3 ffffff
6 -8 -3 ffffff
7 -8 -3 ffffff
6 -7 -3 fefefe
7 -7 -3 fefefe
6 -6 -3 ffffff
7 -6 -3 ffffff
6 -5 -3 ffffff
7 -5 -3 ffffff
6 -4 -3 ffffff
7 -4 -3 ffffff
6 -3 -3 fefefe
7 -3 -3 fefefe
6 -2 -3 ffffff
7 -2 -3 ffffff
9 -16 -2 fefefe
10 -16 -2 fefefe
9 -15 -2 ffffff
10 -15 -2 ffffff
9 -14 -2 ffffff
10 -14 -2 fefefe
9 -13 -2 ffffff
10 -13 -2 ffffff
9 -12 -2 ffffff
10 -12 -2 ffffff
5 -11 -2 ffffff
6 -11 -2 ffffff
7 -11 -2 fefefe
8 -11 -2 ffffff
9 -11 -2 fefefe
10 -11 -2 fefefe
3 -10 -2 ffffff
4 -10 -2 ffffff
5 -10 -2 ffffff
6 -10 -2 ffffff
7 -10 -2 ffffff
8 -10 -2 ffffff
9 -10 -2 fefefe
0 -9 -2 ffffff
1 -9 -2 fefefe
2 -9 -2 ffffff
3 -9 -2 ffffff
4 -9 -2 ffffff
6 -9 -2 ffffff
7 -9 -2 ffffff
8 -9 -2 ffffff
1 -8 -2 ffffff
2 -8 -2 ffffff
3 -8 -2 ffffff
6 -8 -2 ffffff
7 -8 -2 fefefe
6 -7 -2 ffffff
7 -7 -2 fefefe
6 -6 -2 ffffff
7 -6 -2 ffffff
6 -5 -2 ffffff
7 -5 -2 fefefe
10 -16 -1 ffffff
10 -15 -1 ffffff
9 -14 -1 ffffff
10 -14 -1 ffffff
9 -13 -1 ffffff
10 -13 -1 ffffff
9 -12 -1 fefefe
10 -12 -1 ffffff
6 -11 -1 ffffff
7 -11 -1 ffffff
8 -11 -1 ffffff
9 -11 -1 fefefe
10 -11 -1 ffffff
4 -10 -1 ffffff
5 -10 -1 ffffff
6 -10 -1 ffffff
7 -10 -1 ffffff
8 -10 -1 ffffff
9 -10 -1 ffffff
0 -9 -1 ffffff
1 -9 -1 ffffff
2 -9 -1 ffffff
3 -9 -1 ffffff
4 -9 -1 ffffff
5 -9 -1 ffffff
6 -9 -1 ffffff
0 -8 -1 ffffff
1 -8 -1 ffffff
2 -8 -1 fefefe
3 -8 -1 ffffff
4 -8 -1 fefefe
2 -7 -1 fefefe
3 -7 -1 ffffff
0 -17 -14 ffffff
0 -21 -13 ffffff
1 -21 -13 fefefe
2 -21 -13 ffffff
0 -20 -13 ffffff
1 -20 -13 fefefe
2 -20 -13 ffffff
3 -20 -13 fefefe
0 -19 -13 ffffff
1 -19 -13 ffffff
2 -19 -13 ffffff
3 -19 -13 ffffff
4 -19 -13 ffffff
5 -19 -13 ffffff
0 -18 -13 ffffff
1 -18 -13 ffffff
2 -18 -13 fefefe
3 -18 -13 ffffff
4 -18 -13 ffffff
5 -18 -13 ffffff
0 -17 -13 fefefe
1 -17 -13 ffffff
2 -17 -13 fefefe
3 -17 -13 ffffff
4 -17 -13 fefefe
5 -17 -13 fefefe
0 -23 -12 ffffff
1 -23 -12 ffffff
2 -23 -12 ffffff
3 -23 -12 ffffff
0 -22 -12 ffffff
1 -22 -12 ffffff
2 -22 -12 fefefe
3 -22 -12 ffffff
4 -22 -12 ffffff
0 -21 -12 ffffff
1 -21 -12 ffffff
2 -21 -12 ffffff
3 -21 -12 ffffff
4 -21 -12 ffffff
5 -21 -12 ffffff
1 -20 -12 ffffff
2 -20 -12 ffffff
3 -20 -12 fefefe
4 -20 -12 ffffff
5 -20 -12 ffffff
2 -19 -12 ffffff
3 -19 -12 ffffff
4 -19 -12 ffffff
5 -19 -12 fefefe
6 -19 -12 ffffff
3 -18 -12 fefefe
4 -18 -12 ffffff
5 -18 -12 fefefe
6 -18 -12 fefefe
7 -18 -12 ffffff
2 -17 -12 ffffff
3 -17 -12 ffffff
4 -17 -12 fefefe
5 -17 -12 ffffff
6 -17 -12 ffffff
7 -17 -12 ffffff
0 -24 -11 ffffff
1 -24 -11 ffffff
2 -24 -11 fefefe
3 -24 -11 ffffff
0 -23 -11 fefefe
1 -23 -11 ffffff
2 -23 -11 fefefe
3 -23 -11 fefefe
4 -23 -11 ffffff
5 -23 -11 ffffff
1 -22 -11 ffffff
2 -22 -11 ffffff
3 -22 -11 ffffff
4 -22 -11 ffffff
5 -22 -11 ffffff
6 -22 -11 ffffff
3 -21 -11 ffffff
4 -21 -11 ffffff
5 -21 -11 ffffff
6 -21 -11 fefefe
4 -20 -11 ffffff
5 -20 -11 ffffff
6 -20 -11 ffffff
5 -19 -11 ffffff
6 -19 -11 ffffff
7 -19 -11 ffffff
6 -18 -11 ffffff
7 -18 -11 fefefe
2 -17 -11 fefefe
3 -17 -11 ffffff
4 -17 -11 fefefe
5 -17 -11 ffffff
6 -17 -11 fefefe
7 -17 -11 ffffff
8 -17 -11 ffffff
0 -25 -10 ffffff
1 -25 -10 ffffff
2 -25 -10 ffffff
3 -25 -10 ffffff
0 -24 -10 ffffff
1 -24 -10 ffffff
2 -24 -10 ffffff
3 -24 -10 ffffff
4 -24 -10 ffffff
5 -24 -10 ffffff
2 -23 -10 ffffff
3 -23 -10 ffffff
4 -23 -10 ffffff
5 -23 -10 ffffff
6 -23 -10 ffffff
4 -22 -10 ffffff
5 -22 -10 ffffff
6 -22 -10 ffffff
7 -22 -10 ffffff
5 -21 -10 ffffff
6 -21 -10 fefefe
7 -21 -10 fefefe
6 -20 -10 fefefe
7 -20 -10 ffffff
6 -19 -10 ffffff
7 -19 -10 ffffff
6 -18 -10 ffffff
7 -18 -10 ffffff
8 -18 -10 fefefe
3 -17 -10 ffffff
4 -17 -10 ffffff
5 -17 -10 ffffff
6 -17 -10 ffffff
7 -17 -10 ffffff
8 -17 -10 ffffff
0 -26 -9 ffffff
1 -26 -9 ffffff
2 -26 -9 fefefe
3 -26 -9 ffffff
0 -25 -9 ffffff
1 -25 -9 fefefe
2 -25 -9 ffffff
3 -25 -9 ffffff
4 -25 -9 fefefe
5 -25 -9 ffffff
2 -24 -9 fefefe
3 -24 -9 ffffff
4 -24 -9 ffffff
5 -24 -9 ffffff
6 -24 -9 fefefe
4 -23 -9 ffffff
5 -23 -9 ffffff
6 -23 -9 ffffff
7 -23 -9 ffffff
6 -22 -9 fefefe
7 -22 -9 ffffff
8 -22 -9 fefefe
6 -21 -9 ffffff
7 -21 -9 fefefe
8 -21 -9 ffffff
7 -20 -9 ffffff
8 -20 -9 fefefe
7 -19 -9 ffffff
8 -19 -9 ffffff
7 -18 -9 ffffff
8 -18 -9 ffffff
7 -17 -9 ffffff
8 -17 -9 ffffff
0 -26 -8 ffffff
1 -26 -8 ffffff
2 -26 -8 fefefe
3 -26 -8 fefefe
4 -26 -8 ffffff
5 -26 -8 ffffff
0 -25 -8 ffffff
1 -25 -8 fefefe
2 -25 -8 ffffff
3 -25 -8 ffffff
4 -25 -8 ffffff
5 -25 -8 ffffff
6 -25 -8 ffffff
4 -24 -8 ffffff
5 -24 -8 ffffff
6 -24 -8 fefefe
7 -24 -8 ffffff
6 -23 -8 ffffff
7 -23 -8 fefefe
8 -23 -8 fefefe
7 -22 -8 ffffff
8 -22 -8 fefefe
7 -21 -8 ffffff
8 -21 -8 ffffff
8 -20 -8 ffffff
7 -19 -8 ffffff
8 -19 -8 ffffff
7 -18 -8 fefefe
8 -18 -8 ffffff
7 -17 -8 ffffff
8 -17 -8 ffffff
0 -27 -7 ffffff
1 -27 -7 ffffff
2 -27 -7 ffffff
3 -27 -7 ffffff
0 -26 -7 fefefe
1 -26 -7 ffffff
2 -26 -7 ffffff
3 -26 -7 ffffff
4 -26 -7 ffffff
5 -26 -7 fefefe
6 -26 -7 fefefe
4 -25 -7 ffffff
5 -25 -7 ffffff
6 -25 -7 ffffff
7 -25 -7 ffffff
5 -24 -7 ffffff
6 -24 -7 ffffff
7 -24 -7 ffffff
8 -24 -7 fefefe
7 -23 -7 fefefe
8 -23 -7 fefefe
7 -22 -7 ffffff
8 -22 -7 ffffff
9 -22 -7 fefefe
8 -21 -7 ffffff
9 -21 -7 ffffff
8 -20 -7 fefefe
9 -20 -7 ffffff
8 -19 -7 ffffff
9 -19 -7 ffffff
8 -18 -7 fefefe
8 -17 -7 ffffff
0 -27 -6 ffffff
1 -27 -6 fefefe
2 -27 -6 ffffff
3 -27 -6 ffffff
4 -27 -6 ffffff
1 -26 -6 ffffff
2 -26 -6 ffffff
3 -26 -6 ffffff
4 -26 -6 ffffff
5 -26 -6 ffffff
6 -26 -6 ffffff
5 -25 -6 ffffff
6 -25 -6 ffffff
7 -25 -6 ffffff
6 -24 -6 ffffff
7 -24 -6 fefefe
8 -24 -6 ffffff
7 -23 -6 fefefe
8 -23 -6 ffffff
9 -23 -6 fefefe
8 -22 -6 ffffff
9 -22 -6 ffffff
8 -21 -6 ffffff
9 -21 -6 ffffff
8 -20 -6 ffffff
9 -20 -6 ffffff
8 -19 -6 ffffff
9 -19 -6 fefefe
8 -18 -6 fefefe
9 -18 -6 ffffff
8 -17 -6 fefefe
9 -17 -6 ffffff
0 -27 -5 ffffff
1 -27 -5 fefefe
2 -27 -5 ffffff
3 -27 -5 ffffff
4 -27 -5 ffffff
5 -27 -5 ffffff
3 -26 -5 ffffff
4 -26 -5 ffffff
5 -26 -5 ffffff
6 -26 -5 ffffff
7 -26 -5 fefefe
6 -25 -5 ffffff
7 -25 -5 ffffff
8 -25 -5 ffffff
7 -24 -5 ffffff
8 -24 -5 ffffff
8 -23 -5 ffffff
9 -23 -5 fefefe
8 -22 -5 ffffff
9 -22 -5 fefefe
9 -21 -5 fefefe
9 -20 -5 ffffff
9 -19 -5 ffffff
8 -18 -5 fefefe
9 -18 -5 fefefe
8 -17 -5 ffffff
9 -17 -5 ffffff
0 -28 -4 fefefe
1 -28 -4 ffffff
0 -27 -4 fefefe
1 -27 -4 ffffff
2 -27 -4 ffffff
3 -27 -4 fefefe
4 -27 -4 ffffff
5 -27 -4 ffffff
4 -26 -4 ffffff
5 -26 -4 ffffff
6 -26 -4 ffffff
7 -26 -4 ffffff
6 -25 -4 fefefe
7 -25 -4 fefefe
8 -25 -4 ffffff
7 -24 -4 ffffff
8 -24 -4 ffffff
8 -23 -4 ffffff
9 -23 -4 ffffff
9 -22 -4 fefefe
9 -21 -4 ffffff
9 -20 -4 ffffff
9 -19 -4 ffffff
10 -19 -4 fefefe
9 -18 -4 ffffff
10 -18 -4 fefefe
9 -17 -4 fefefe
0 -28 -3 ffffff
1 -28 -3 ffffff
2 -28 -3 ffffff
0 -27 -3 fefefe
1 -27 -3 ffffff
2 -27 -3 ffffff
3 -27 -3 ffffff
4 -27 -3 fefefe
5 -27 -3 fefefe
5 -26 -3 ffffff
6 -26 -3 ffffff
7 -26 -3 fefefe
6 -25 -3 ffffff
7 -25 -3 ffffff
8 -25 -3 fefefe
7 -24 -3 fefefe
8 -24 -3 ffffff
8 -23 -3 ffffff
9 -23 -3 ffffff
9 -22 -3 fefefe
9 -21 -3 ffffff
10 -21 -3 ffffff
9 -20 -3 ffffff
10 -20 -3 ffffff
9 -19 -3 ffffff
10 -19 -3 ffffff
9 -18 -3 ffffff
10 -18 -3 fefefe
9 -17 -3 fefefe
10 -17 -3 ffffff
0 -28 -2 ffffff
1 -28 -2 fefefe
2 -28 -2 ffffff
0 -27 -2 ffffff
1 -27 -2 fefefe
2 -27 -2 fefefe
3 -27 -2 ffffff
4 -27 -2 ffffff
5 -27 -2 ffffff
5 -26 -2 ffffff
6 -26 -2 ffffff
7 -26 -2 ffffff
6 -25 -2 fefefe
7 -25 -2 ffffff
8 -25 -2 ffffff
7 -24 -2 ffffff
8 -24 -2 fefefe
9 -24 -2 fefefe
8 -23 -2 ffffff
